chemical,protein,combined_score
CID000439176,ENSP00000354532,0.301
CID000439904,ENSP00000354532,0.187
CID000000186,ENSP00000354532,0.157
CID000643975,ENSP00000354532,0.9
CID002723601,ENSP00000354532,0.292
CID000005790,ENSP00000354532,0.181
CID000005779,ENSP00000354532,0.909
CID000006030,ENSP00000354532,0.163
CID000001135,ENSP00000354532,0.18
CID000005789,ENSP00000354532,0.197
CID000000967,ENSP00000354532,0.192
CID000006029,ENSP00000354532,0.258
CID000006175,ENSP00000354532,0.197
CID000013712,ENSP00000354532,0.911
CID000000764,ENSP00000354532,0.996
CID000161214,ENSP00000354532,0.266
CID051055215,ENSP00000354532,0.181
CID000000936,ENSP00000354532,0.9
CID000000937,ENSP00000354532,0.939
CID000014180,ENSP00000354532,0.15
CID000439924,ENSP00000354532,0.918
CID000161233,ENSP00000354532,0.915
CID000091493,ENSP00000354532,0.206
CID000000753,ENSP00000354532,0.9
CID000013730,ENSP00000354532,0.938
CID000065059,ENSP00000354532,0.911
CID000001175,ENSP00000354532,0.93
CID000006802,ENSP00000354532,0.956
CID000065103,ENSP00000354532,0.545
CID000006021,ENSP00000354532,0.999
CID000187790,ENSP00000354532,0.992
CID000000790,ENSP00000354532,0.996
CID000006112,ENSP00000354532,0.9
CID000667490,ENSP00000354532,0.855
CID000000784,ENSP00000354532,0.9
CID000160617,ENSP00000354532,0.182
CID000091531,ENSP00000354532,0.9
CID000065058,ENSP00000354532,0.97
CID000165388,ENSP00000354532,0.19
CID000013711,ENSP00000354532,0.199
CID000444331,ENSP00000354532,0.9
CID000000961,ENSP00000354581,0.9
CID000000783,ENSP00000354581,0.9
CID000005884,ENSP00000354581,0.9
CID000005885,ENSP00000354581,0.9
CID000011390,ENSP00000354581,0.159
CID000000086,ENSP00000354581,0.209
CID000124886,ENSP00000354581,0.9
CID000000647,ENSP00000354581,0.236
CID005280724,ENSP00000354581,0.151
CID005280778,ENSP00000354581,0.908
CID005280884,ENSP00000354581,0.151
CID005280893,ENSP00000354581,0.9
CID000017473,ENSP00000354581,0.366
CID000000784,ENSP00000354581,0.909
CID005311211,ENSP00000354581,0.15
CID005460412,ENSP00000354581,0.163
CID006443013,ENSP00000354581,0.151
CID006446027,ENSP00000354581,0.15
CID000065359,ENSP00000354581,0.9
CID000024405,ENSP00000354581,0.158
CID000005793,ENSP00000354612,0.37
CID000000175,ENSP00000354612,0.349
CID000000177,ENSP00000354612,0.15
CID000000961,ENSP00000354612,0.926
CID000005957,ENSP00000354612,0.346
CID000000977,ENSP00000354612,0.947
CID000006022,ENSP00000354612,0.32
CID000001003,ENSP00000354612,0.306
CID000000783,ENSP00000354612,0.9
CID000000280,ENSP00000354612,0.402
CID000000750,ENSP00000354612,0.283
CID000000712,ENSP00000354612,0.363
CID000000985,ENSP00000354612,0.507
CID000445639,ENSP00000354612,0.175
CID000005997,ENSP00000354612,0.3
CID005280453,ENSP00000354612,0.15
CID000006083,ENSP00000354612,0.234
CID000005961,ENSP00000354612,0.249
CID000060961,ENSP00000354612,0.332
CID000006322,ENSP00000354612,0.33
CID000637542,ENSP00000354612,0.222
CID000001188,ENSP00000354612,0.322
CID000174174,ENSP00000354612,0.222
CID000068841,ENSP00000354612,0.222
CID000000996,ENSP00000354612,0.292
CID000000289,ENSP00000354612,0.222
CID000007967,ENSP00000354612,0.165
CID000000702,ENSP00000354612,0.417
CID011020241,ENSP00000354612,0.222
CID000000887,ENSP00000354612,0.349
CID000024316,ENSP00000354612,0.307
CID000000338,ENSP00000354612,0.992
CID000006926,ENSP00000354612,0.154
CID005288826,ENSP00000354612,0.236
CID000003690,ENSP00000354612,0.8
CID002733525,ENSP00000354612,0.373
CID002723601,ENSP00000354612,0.555
CID000024529,ENSP00000354612,0.311
CID000000943,ENSP00000354612,0.299
CID000145068,ENSP00000354612,0.945
CID000005994,ENSP00000354612,0.89
CID000006013,ENSP00000354612,0.253
CID000005754,ENSP00000354612,0.545
CID000005757,ENSP00000354612,0.92
CID000005753,ENSP00000354612,0.25
CID005312529,ENSP00000354612,0.164
CID000000588,ENSP00000354612,0.243
CID000445858,ENSP00000354612,0.15
CID000047289,ENSP00000354612,0.8
CID000003121,ENSP00000354612,0.8
CID000439456,ENSP00000354612,0.222
CID000000264,ENSP00000354612,0.243
CID000000281,ENSP00000354612,0.272
CID000000679,ENSP00000354612,0.435
CID000000753,ENSP00000354612,0.636
CID000000187,ENSP00000354612,0.884
CID000444899,ENSP00000354612,0.998
CID000445049,ENSP00000354612,0.982
CID005280360,ENSP00000354612,0.995
CID005280363,ENSP00000354612,0.544
CID000448457,ENSP00000354612,0.953
CID005280427,ENSP00000354612,0.974
CID005280492,ENSP00000354612,0.477
CID005280493,ENSP00000354612,0.439
CID005280497,ENSP00000354612,0.981
CID005280724,ENSP00000354612,0.431
CID005280733,ENSP00000354612,0.315
CID005280878,ENSP00000354612,0.604
CID005280879,ENSP00000354612,0.345
CID005280883,ENSP00000354612,0.992
CID005280884,ENSP00000354612,0.321
CID005280888,ENSP00000354612,0.34
CID005280890,ENSP00000354612,0.778
CID005280892,ENSP00000354612,0.235
CID005280893,ENSP00000354612,0.856
CID000446284,ENSP00000354612,0.94
CID000445580,ENSP00000354612,0.678
CID000006076,ENSP00000354612,0.481
CID000000767,ENSP00000354612,0.4
CID000439260,ENSP00000354612,0.358
CID000005815,ENSP00000354612,0.29
CID000853433,ENSP00000354612,0.222
CID005280343,ENSP00000354612,0.759
CID000005154,ENSP00000354612,0.8
CID000667490,ENSP00000354612,0.197
CID000000784,ENSP00000354612,0.397
CID005280914,ENSP00000354612,0.234
CID005282263,ENSP00000354612,0.34
CID005311211,ENSP00000354612,0.332
CID005283157,ENSP00000354612,0.443
CID005283202,ENSP00000354612,0.244
CID005283204,ENSP00000354612,0.212
CID005283205,ENSP00000354612,0.193
CID005283155,ENSP00000354612,0.218
CID009548880,ENSP00000354612,0.266
CID005280450,ENSP00000354612,0.386
CID005280581,ENSP00000354612,0.869
CID005280720,ENSP00000354612,0.204
CID006443013,ENSP00000354612,0.221
CID009548877,ENSP00000354612,0.204
CID025755601,ENSP00000354612,0.205
CID005280934,ENSP00000354612,0.656
CID006441679,ENSP00000354612,0.173
CID006430107,ENSP00000354612,0.236
CID016061034,ENSP00000354612,0.361
CID000000774,ENSP00000354612,0.421
CID000000107,ENSP00000354612,0.222
CID000005202,ENSP00000354612,0.301
CID000444795,ENSP00000354612,0.833
CID000449171,ENSP00000354612,0.15
CID000004973,ENSP00000354612,0.9
CID000006581,ENSP00000354612,0.507
CID000025892,ENSP00000354612,0.7
CID000005892,ENSP00000354665,0.9
CID000439153,ENSP00000354665,0.9
CID000643976,ENSP00000354665,0.9
CID000000783,ENSP00000354665,0.9
CID005280346,ENSP00000354665,0.284
CID000643975,ENSP00000354665,0.9
CID000003035,ENSP00000354665,0.365
CID000000597,ENSP00000354665,0.161
CID000023925,ENSP00000354665,0.9
CID000005793,ENSP00000354677,0.234
CID000000961,ENSP00000354677,0.921
CID000005957,ENSP00000354677,0.202
CID000000977,ENSP00000354677,0.368
CID000001003,ENSP00000354677,0.189
CID000001110,ENSP00000354677,0.164
CID000000783,ENSP00000354677,0.906
CID005280344,ENSP00000354677,0.185
CID005280346,ENSP00000354677,0.167
CID000005884,ENSP00000354677,0.9
CID000005885,ENSP00000354677,0.921
CID000023930,ENSP00000354677,0.237
CID000000280,ENSP00000354677,0.179
CID000005997,ENSP00000354677,0.165
CID000014985,ENSP00000354677,0.291
CID000092729,ENSP00000354677,0.261
CID005280352,ENSP00000354677,0.161
CID000001188,ENSP00000354677,0.305
CID000011390,ENSP00000354677,0.159
CID000000086,ENSP00000354677,0.261
CID000001057,ENSP00000354677,0.167
CID000000702,ENSP00000354677,0.188
CID011020241,ENSP00000354677,0.235
CID000440667,ENSP00000354677,0.164
CID000000887,ENSP00000354677,0.187
CID000124886,ENSP00000354677,0.9
CID000000402,ENSP00000354677,0.264
CID000092094,ENSP00000354677,0.261
CID000098792,ENSP00000354677,0.176
CID005280489,ENSP00000354677,0.235
CID000000647,ENSP00000354677,0.17
CID000024529,ENSP00000354677,0.167
CID000000943,ENSP00000354677,0.167
CID000145068,ENSP00000354677,0.288
CID000005994,ENSP00000354677,0.905
CID000011087,ENSP00000354677,0.188
CID000444899,ENSP00000354677,0.185
CID005280427,ENSP00000354677,0.174
CID005280724,ENSP00000354677,0.151
CID005280778,ENSP00000354677,0.908
CID005280884,ENSP00000354677,0.151
CID005280893,ENSP00000354677,0.9
CID000001175,ENSP00000354677,0.202
CID000005819,ENSP00000354677,0.157
CID000000533,ENSP00000354677,0.21
CID000011648,ENSP00000354677,0.159
CID000105024,ENSP00000354677,0.206
CID000001090,ENSP00000354677,0.299
CID000001089,ENSP00000354677,0.284
CID000161597,ENSP00000354677,0.157
CID000000611,ENSP00000354677,0.185
CID000006001,ENSP00000354677,0.176
CID000000784,ENSP00000354677,0.974
CID005311211,ENSP00000354677,0.15
CID005280450,ENSP00000354677,0.187
CID005460412,ENSP00000354677,0.204
CID006443013,ENSP00000354677,0.151
CID006446027,ENSP00000354677,0.15
CID000000896,ENSP00000354677,0.764
CID000065359,ENSP00000354677,0.9
CID000444795,ENSP00000354677,0.15
CID000023925,ENSP00000354677,0.188
CID000001132,ENSP00000354687,0.162
CID000005957,ENSP00000354687,0.18
CID000005892,ENSP00000354687,0.909
CID000439153,ENSP00000354687,0.9
CID000001110,ENSP00000354687,0.226
CID000643976,ENSP00000354687,0.913
CID000000783,ENSP00000354687,0.906
CID005280346,ENSP00000354687,0.633
CID010219885,ENSP00000354687,0.203
CID000000750,ENSP00000354687,0.161
CID000000785,ENSP00000354687,0.152
CID000439750,ENSP00000354687,0.8
CID011954010,ENSP00000354687,0.181
CID000643975,ENSP00000354687,0.9
CID000003035,ENSP00000354687,0.445
CID000165490,ENSP00000354687,0.253
CID000330573,ENSP00000354687,0.221
CID000006021,ENSP00000354687,0.175
CID000017473,ENSP00000354687,0.205
CID005283146,ENSP00000354687,0.161
CID000023925,ENSP00000354687,0.9
CID046906047,ENSP00000354687,0.152
CID000024405,ENSP00000354687,0.182
CID000074128,ENSP00000354687,0.175
CID000005957,ENSP00000354728,0.194
CID000005892,ENSP00000354728,0.91
CID000439153,ENSP00000354728,0.9
CID000001110,ENSP00000354728,0.155
CID000643976,ENSP00000354728,0.917
CID000000783,ENSP00000354728,0.9
CID005280344,ENSP00000354728,0.181
CID005280346,ENSP00000354728,0.682
CID000000750,ENSP00000354728,0.161
CID000002153,ENSP00000354728,0.243
CID000449538,ENSP00000354728,0.232
CID000643975,ENSP00000354728,0.9
CID000003035,ENSP00000354728,0.389
CID000000764,ENSP00000354728,0.159
CID000029575,ENSP00000354728,0.171
CID000010219,ENSP00000354728,0.288
CID000023925,ENSP00000354728,0.9
CID000005793,ENSP00000354813,0.203
CID009543037,ENSP00000354813,0.19
CID000005957,ENSP00000354813,0.273
CID000005892,ENSP00000354813,0.908
CID000439153,ENSP00000354813,0.91
CID000000977,ENSP00000354813,0.253
CID000001110,ENSP00000354813,0.258
CID000643976,ENSP00000354813,0.913
CID000000783,ENSP00000354813,0.9
CID005280344,ENSP00000354813,0.165
CID005280346,ENSP00000354813,0.578
CID010219885,ENSP00000354813,0.217
CID000000750,ENSP00000354813,0.161
CID000000283,ENSP00000354813,0.171
CID000003893,ENSP00000354813,0.151
CID000092153,ENSP00000354813,0.164
CID000006274,ENSP00000354813,0.175
CID000000702,ENSP00000354813,0.161
CID000221493,ENSP00000354813,0.204
CID000065110,ENSP00000354813,0.158
CID000000247,ENSP00000354813,0.174
CID000007420,ENSP00000354813,0.156
CID000643975,ENSP00000354813,0.9
CID005462244,ENSP00000354813,0.166
CID000003035,ENSP00000354813,0.425
CID000038199,ENSP00000354813,0.162
CID000001135,ENSP00000354813,0.176
CID000005789,ENSP00000354813,0.161
CID000006029,ENSP00000354813,0.161
CID000009700,ENSP00000354813,0.161
CID000065063,ENSP00000354813,0.161
CID000006175,ENSP00000354813,0.22
CID000013712,ENSP00000354813,0.218
CID000440873,ENSP00000354813,0.151
CID000000602,ENSP00000354813,0.165
CID000099456,ENSP00000354813,0.206
CID000439700,ENSP00000354813,0.151
CID000095155,ENSP00000354813,0.206
CID000038439,ENSP00000354813,0.162
CID000000767,ENSP00000354813,0.154
CID010261389,ENSP00000354813,0.233
CID000010219,ENSP00000354813,0.208
CID000007808,ENSP00000354813,0.15
CID000017473,ENSP00000354813,0.203
CID005280934,ENSP00000354813,0.155
CID000023925,ENSP00000354813,0.9
CID000074128,ENSP00000354813,0.158
CID000007055,ENSP00000354813,0.162
CID023724458,ENSP00000354960,0.9
CID000000977,ENSP00000354960,0.9
CID000001110,ENSP00000354960,0.9
CID000000783,ENSP00000354960,0.9
CID000000280,ENSP00000354960,0.9
CID000000051,ENSP00000354960,0.924
CID000006031,ENSP00000354960,0.9
CID000001015,ENSP00000354960,0.162
CID000001014,ENSP00000354960,0.175
CID000023925,ENSP00000354960,0.9
CID000005957,ENSP00000354961,0.199
CID000005892,ENSP00000354961,0.909
CID000439153,ENSP00000354961,0.908
CID000000977,ENSP00000354961,0.181
CID000001110,ENSP00000354961,0.192
CID000643976,ENSP00000354961,0.913
CID000000783,ENSP00000354961,0.9
CID005280344,ENSP00000354961,0.182
CID005280346,ENSP00000354961,0.639
CID010219885,ENSP00000354961,0.169
CID000000750,ENSP00000354961,0.161
CID000122283,ENSP00000354961,0.181
CID000006274,ENSP00000354961,0.207
CID000002153,ENSP00000354961,0.185
CID000000702,ENSP00000354961,0.162
CID005280795,ENSP00000354961,0.15
CID000643975,ENSP00000354961,0.9
CID000011970,ENSP00000354961,0.163
CID000000999,ENSP00000354961,0.163
CID000003035,ENSP00000354961,0.446
CID000009700,ENSP00000354961,0.161
CID000065063,ENSP00000354961,0.208
CID000006175,ENSP00000354961,0.314
CID000013712,ENSP00000354961,0.161
CID000010467,ENSP00000354961,0.198
CID000000767,ENSP00000354961,0.175
CID000010219,ENSP00000354961,0.195
CID000023925,ENSP00000354961,0.9
CID000005793,ENSP00000355046,0.18
CID000000175,ENSP00000355046,0.159
CID000000970,ENSP00000355046,0.18
CID000001132,ENSP00000355046,0.15
CID000001005,ENSP00000355046,0.155
CID000005957,ENSP00000355046,0.195
CID000005892,ENSP00000355046,0.924
CID000439153,ENSP00000355046,0.937
CID000000977,ENSP00000355046,0.167
CID000006022,ENSP00000355046,0.151
CID000001003,ENSP00000355046,0.242
CID000001110,ENSP00000355046,0.255
CID000643976,ENSP00000355046,0.909
CID000000783,ENSP00000355046,0.908
CID000005884,ENSP00000355046,0.544
CID000005885,ENSP00000355046,0.239
CID010219885,ENSP00000355046,0.217
CID000000280,ENSP00000355046,0.302
CID000003893,ENSP00000355046,0.151
CID000087642,ENSP00000355046,0.197
CID000000051,ENSP00000355046,0.182
CID000000487,ENSP00000355046,0.334
CID000000893,ENSP00000355046,0.175
CID000001130,ENSP00000355046,0.27
CID000643975,ENSP00000355046,0.9
CID000006175,ENSP00000355046,0.22
CID000091493,ENSP00000355046,0.166
CID000000767,ENSP00000355046,0.18
CID000017473,ENSP00000355046,0.178
CID000439203,ENSP00000355046,0.159
CID000023925,ENSP00000355046,0.9
CID000000867,ENSP00000355084,0.9
CID000000311,ENSP00000355084,0.302
CID000006137,ENSP00000355084,0.811
CID000158980,ENSP00000355084,0.332
CID056928068,ENSP00000355084,0.18
CID000105024,ENSP00000355084,0.302
CID000001090,ENSP00000355084,0.159
CID000017473,ENSP00000355084,0.366
CID000023925,ENSP00000355084,0.9
CID000005892,ENSP00000355206,0.9
CID000439153,ENSP00000355206,0.9
CID000643976,ENSP00000355206,0.9
CID000000783,ENSP00000355206,0.908
CID000643975,ENSP00000355206,0.9
CID023724769,ENSP00000355206,0.193
CID000017473,ENSP00000355206,0.232
CID000023925,ENSP00000355206,0.9
CID006447533,ENSP00000355206,0.236
CID000017106,ENSP00000355273,0.152
CID000000783,ENSP00000355273,0.9
CID000448209,ENSP00000355273,0.983
CID000439197,ENSP00000355273,0.207
CID000000753,ENSP00000355273,0.175
CID000105024,ENSP00000355273,0.175
CID000006131,ENSP00000355273,0.918
CID000000283,ENSP00000355308,0.173
CID000167775,ENSP00000355308,0.156
CID000006322,ENSP00000355308,0.199
CID011966171,ENSP00000355308,0.154
CID000015625,ENSP00000355308,0.15
CID000012599,ENSP00000355308,0.248
CID000119405,ENSP00000355308,0.161
CID003082032,ENSP00000355308,0.173
CID005280335,ENSP00000355308,0.207
CID000091486,ENSP00000355308,0.157
CID000644260,ENSP00000355308,0.282
CID000122121,ENSP00000355308,0.248
CID000000961,ENSP00000355493,0.9
CID000005957,ENSP00000355493,0.166
CID000001003,ENSP00000355493,0.919
CID000001023,ENSP00000355493,0.156
CID000000783,ENSP00000355493,0.9
CID000444972,ENSP00000355493,0.911
CID000006083,ENSP00000355493,0.974
CID000008977,ENSP00000355493,0.99
CID000006830,ENSP00000355493,0.959
CID000008583,ENSP00000355493,0.192
CID000006831,ENSP00000355493,0.158
CID000007339,ENSP00000355493,0.322
CID000008582,ENSP00000355493,0.985
CID000006804,ENSP00000355493,0.192
CID000000190,ENSP00000355493,0.382
CID000060961,ENSP00000355493,0.18
CID000005960,ENSP00000355493,0.947
CID000016950,ENSP00000355493,0.229
CID000000311,ENSP00000355493,0.341
CID000447145,ENSP00000355493,0.982
CID000001188,ENSP00000355493,0.191
CID000064959,ENSP00000355493,0.197
CID000002519,ENSP00000355493,0.209
CID000161500,ENSP00000355493,0.161
CID000038166,ENSP00000355493,0.199
CID000000464,ENSP00000355493,0.159
CID000006037,ENSP00000355493,0.156
CID000194139,ENSP00000355493,0.176
CID000003385,ENSP00000355493,0.15
CID003032417,ENSP00000355493,0.153
CID000000943,ENSP00000355493,0.462
CID000006176,ENSP00000355493,0.154
CID000000764,ENSP00000355493,0.274
CID000000753,ENSP00000355493,0.341
CID000001175,ENSP00000355493,0.178
CID000006802,ENSP00000355493,0.182
CID000006021,ENSP00000355493,0.258
CID000000790,ENSP00000355493,0.32
CID000105024,ENSP00000355493,0.341
CID000160666,ENSP00000355493,0.33
CID000000484,ENSP00000355493,0.166
CID000166760,ENSP00000355493,0.913
CID000165388,ENSP00000355493,0.165
CID003034646,ENSP00000355493,0.153
CID000444493,ENSP00000355518,0.258
CID000005793,ENSP00000355518,0.181
CID000000175,ENSP00000355518,0.18
CID000000970,ENSP00000355518,0.93
CID000001005,ENSP00000355518,0.197
CID011966145,ENSP00000355518,0.199
CID011966166,ENSP00000355518,0.182
CID000092824,ENSP00000355518,0.477
CID009543037,ENSP00000355518,0.182
CID000000961,ENSP00000355518,0.907
CID000005957,ENSP00000355518,0.258
CID000005892,ENSP00000355518,0.911
CID000439153,ENSP00000355518,0.9
CID000000977,ENSP00000355518,0.191
CID000001003,ENSP00000355518,0.165
CID000001110,ENSP00000355518,0.964
CID000000783,ENSP00000355518,0.9
CID000444972,ENSP00000355518,0.986
CID005280344,ENSP00000355518,0.909
CID005280346,ENSP00000355518,0.913
CID000005885,ENSP00000355518,0.258
CID000000760,ENSP00000355518,0.196
CID000000867,ENSP00000355518,0.502
CID000087642,ENSP00000355518,0.159
CID000006804,ENSP00000355518,0.253
CID000000051,ENSP00000355518,0.426
CID000000311,ENSP00000355518,0.42
CID000092133,ENSP00000355518,0.165
CID000000880,ENSP00000355518,0.251
CID000643975,ENSP00000355518,0.9
CID002723601,ENSP00000355518,0.218
CID000222656,ENSP00000355518,0.956
CID000001198,ENSP00000355518,0.283
CID000643757,ENSP00000355518,0.19
CID000000756,ENSP00000355518,0.225
CID000091493,ENSP00000355518,0.181
CID000000043,ENSP00000355518,0.18
CID000444212,ENSP00000355518,0.321
CID000000753,ENSP00000355518,0.457
CID000065059,ENSP00000355518,0.525
CID000000611,ENSP00000355518,0.163
CID000008642,ENSP00000355518,0.241
CID000150856,ENSP00000355518,0.242
CID000000961,ENSP00000355536,0.909
CID000005957,ENSP00000355536,0.912
CID000005892,ENSP00000355536,0.9
CID000439153,ENSP00000355536,0.9
CID000000977,ENSP00000355536,0.182
CID000006022,ENSP00000355536,0.9
CID000001003,ENSP00000355536,0.913
CID000001023,ENSP00000355536,0.9
CID000000783,ENSP00000355536,0.905
CID000000750,ENSP00000355536,0.181
CID000000283,ENSP00000355536,0.913
CID000060961,ENSP00000355536,0.913
CID000033032,ENSP00000355536,0.157
CID000091443,ENSP00000355536,0.951
CID000000058,ENSP00000355536,0.192
CID000000305,ENSP00000355536,0.26
CID000439175,ENSP00000355536,0.937
CID000001088,ENSP00000355536,0.192
CID000001174,ENSP00000355536,0.198
CID046173705,ENSP00000355536,0.643
CID024836902,ENSP00000355536,0.704
CID003036931,ENSP00000355536,0.188
CID000034755,ENSP00000355536,0.926
CID000000702,ENSP00000355536,0.166
CID000001030,ENSP00000355536,0.226
CID000000487,ENSP00000355536,0.621
CID000449534,ENSP00000355536,0.33
CID000000297,ENSP00000355536,0.182
CID000000598,ENSP00000355536,0.199
CID000000893,ENSP00000355536,0.199
CID053297335,ENSP00000355536,0.246
CID005280794,ENSP00000355536,0.151
CID000000249,ENSP00000355536,0.182
CID000000247,ENSP00000355536,0.658
CID000000673,ENSP00000355536,0.325
CID000439155,ENSP00000355536,0.978
CID000006137,ENSP00000355536,0.917
CID000091552,ENSP00000355536,0.965
CID000439176,ENSP00000355536,0.199
CID000000402,ENSP00000355536,0.269
CID000010010,ENSP00000355536,0.546
CID000165331,ENSP00000355536,0.155
CID000122347,ENSP00000355536,0.931
CID000098792,ENSP00000355536,0.331
CID009825434,ENSP00000355536,0.9
CID000439237,ENSP00000355536,0.234
CID000006037,ENSP00000355536,0.739
CID000001051,ENSP00000355536,0.258
CID046173745,ENSP00000355536,0.284
CID000160433,ENSP00000355536,0.203
CID000104842,ENSP00000355536,0.169
CID011966192,ENSP00000355536,0.26
CID000000943,ENSP00000355536,0.568
CID000145068,ENSP00000355536,0.203
CID000000948,ENSP00000355536,0.96
CID000005994,ENSP00000355536,0.241
CID000009700,ENSP00000355536,0.321
CID000065063,ENSP00000355536,0.32
CID000000936,ENSP00000355536,0.33
CID000121991,ENSP00000355536,0.301
CID000001050,ENSP00000355536,0.162
CID000001054,ENSP00000355536,0.48
CID000006723,ENSP00000355536,0.17
CID000493570,ENSP00000355536,0.258
CID000000675,ENSP00000355536,0.342
CID000000753,ENSP00000355536,0.637
CID000000681,ENSP00000355536,0.7
CID000105024,ENSP00000355536,0.96
CID000147004,ENSP00000355536,0.247
CID000000611,ENSP00000355536,0.159
CID000196427,ENSP00000355536,0.15
CID005280343,ENSP00000355536,0.15
CID000008424,ENSP00000355536,0.203
CID000002336,ENSP00000355536,0.15
CID000440237,ENSP00000355536,0.192
CID000439233,ENSP00000355536,0.432
CID000442163,ENSP00000355536,0.9
CID000446357,ENSP00000355536,0.174
CID000000171,ENSP00000355536,0.22
CID024892716,ENSP00000355536,0.368
CID023724516,ENSP00000355536,0.203
CID011953882,ENSP00000355536,0.15
CID006440982,ENSP00000355536,0.164
CID000024405,ENSP00000355536,0.347
CID000643833,ENSP00000355536,0.36
CID000024472,ENSP00000355536,0.242
CID000017106,ENSP00000355559,0.202
CID000000980,ENSP00000355559,0.183
CID000002907,ENSP00000355559,0.15
CID000001132,ENSP00000355587,0.9
CID000000961,ENSP00000355587,0.9
CID000005957,ENSP00000355587,0.909
CID000006022,ENSP00000355587,0.9
CID000001003,ENSP00000355587,0.9
CID000000783,ENSP00000355587,0.9
CID024836902,ENSP00000355587,0.161
CID000105024,ENSP00000355587,0.42
CID000000668,ENSP00000355607,0.931
CID000000783,ENSP00000355607,0.9
CID000005884,ENSP00000355607,0.9
CID000005885,ENSP00000355607,0.9
CID000000280,ENSP00000355607,0.161
CID000000283,ENSP00000355607,0.48
CID000644109,ENSP00000355607,0.934
CID000000985,ENSP00000355607,0.921
CID000087642,ENSP00000355607,0.93
CID000002682,ENSP00000355607,0.911
CID005280483,ENSP00000355607,0.253
CID000174174,ENSP00000355607,0.206
CID000008082,ENSP00000355607,0.332
CID000000174,ENSP00000355607,0.18
CID000101770,ENSP00000355607,0.159
CID000221493,ENSP00000355607,0.161
CID000643975,ENSP00000355607,0.9
CID000643327,ENSP00000355607,0.364
CID000440349,ENSP00000355607,0.161
CID000439162,ENSP00000355607,0.321
CID005280492,ENSP00000355607,0.159
CID005280879,ENSP00000355607,0.267
CID000445580,ENSP00000355607,0.206
CID000011197,ENSP00000355607,0.515
CID003082032,ENSP00000355607,0.906
CID000035717,ENSP00000355632,0.715
CID000024154,ENSP00000355632,0.157
CID000023930,ENSP00000355632,0.9
CID000445675,ENSP00000355632,0.9
CID023724461,ENSP00000355632,0.974
CID000006031,ENSP00000355632,0.989
CID000015625,ENSP00000355632,0.15
CID000002336,ENSP00000355632,0.15
CID000041322,ENSP00000355632,0.15
CID000005957,ENSP00000355890,0.961
CID000001023,ENSP00000355890,0.922
CID000023930,ENSP00000355890,0.341
CID000006083,ENSP00000355890,0.924
CID000159296,ENSP00000355890,0.19
CID000005961,ENSP00000355890,0.935
CID000060961,ENSP00000355890,0.196
CID000033032,ENSP00000355890,0.936
CID000005960,ENSP00000355890,0.905
CID000006322,ENSP00000355890,0.907
CID000000137,ENSP00000355890,0.305
CID000145742,ENSP00000355890,0.936
CID000001021,ENSP00000355890,0.177
CID000129297,ENSP00000355890,0.295
CID000006106,ENSP00000355890,0.9
CID000000016,ENSP00000355890,0.155
CID000439427,ENSP00000355890,0.151
CID011020241,ENSP00000355890,0.15
CID000000215,ENSP00000355890,0.185
CID000006137,ENSP00000355890,0.905
CID000072886,ENSP00000355890,0.322
CID000007680,ENSP00000355890,0.159
CID000001051,ENSP00000355890,0.235
CID000006623,ENSP00000355890,0.18
CID000008794,ENSP00000355890,0.159
CID000003385,ENSP00000355890,0.211
CID000005757,ENSP00000355890,0.192
CID000006306,ENSP00000355890,0.906
CID000005962,ENSP00000355890,0.91
CID000000602,ENSP00000355890,0.204
CID000001053,ENSP00000355890,0.242
CID000194428,ENSP00000355890,0.179
CID000000753,ENSP00000355890,0.345
CID000013730,ENSP00000355890,0.155
CID000001018,ENSP00000355890,0.159
CID000105024,ENSP00000355890,0.324
CID000000611,ENSP00000355890,0.272
CID000089594,ENSP00000355890,0.196
CID000007500,ENSP00000355890,0.163
CID000041322,ENSP00000355890,0.15
CID000444493,ENSP00000356015,0.957
CID000445127,ENSP00000356015,0.911
CID009543037,ENSP00000356015,0.913
CID000000961,ENSP00000356015,0.9
CID000005892,ENSP00000356015,0.9
CID000439153,ENSP00000356015,0.9
CID000000783,ENSP00000356015,0.9
CID000002969,ENSP00000356015,0.18
CID000122283,ENSP00000356015,0.9
CID011966162,ENSP00000356015,0.18
CID003082152,ENSP00000356015,0.9
CID000087642,ENSP00000356015,0.991
CID000092153,ENSP00000356015,0.938
CID000000096,ENSP00000356015,0.159
CID000065094,ENSP00000356015,0.18
CID000439714,ENSP00000356015,0.158
CID000165620,ENSP00000356015,0.15
CID009543152,ENSP00000356015,0.176
CID000015625,ENSP00000356015,0.172
CID000091493,ENSP00000356015,0.153
CID000000753,ENSP00000356015,0.904
CID000105024,ENSP00000356015,0.253
CID005280729,ENSP00000356015,0.218
CID000443736,ENSP00000356015,0.218
CID000250388,ENSP00000356015,0.218
CID000439168,ENSP00000356047,0.458
CID000105021,ENSP00000356047,0.986
CID000193537,ENSP00000356047,0.165
CID000443242,ENSP00000356047,0.154
CID000439160,ENSP00000356047,0.9
CID000000961,ENSP00000356047,0.9
CID000005957,ENSP00000356047,0.908
CID000006022,ENSP00000356047,0.9
CID000001003,ENSP00000356047,0.927
CID000000783,ENSP00000356047,0.9
CID000005885,ENSP00000356047,0.196
CID005280453,ENSP00000356047,0.15
CID000006830,ENSP00000356047,0.384
